HGNC ID	Status	Approved symbol	Approved name	NCBI gene ID	Orphanet ID	OMIM ID
HGNC:15308	Approved	OR8H2	olfactory receptor family 8 subfamily H member 2	390151		
HGNC:15309	Approved	OR8H3	olfactory receptor family 8 subfamily H member 3	390152		
HGNC:14828	Approved	OR8I1P	olfactory receptor family 8 subfamily I member 1 pseudogene	79498		
HGNC:15310	Approved	OR8I2	olfactory receptor family 8 subfamily I member 2	120586		
HGNC:31316	Approved	OR8I4P	olfactory receptor family 8 subfamily I member 4 pseudogene	403303		
HGNC:14855	Approved	OR8J1	olfactory receptor family 8 subfamily J member 1	219477		
HGNC:15311	Approved	OR8J2	olfactory receptor family 8 subfamily J member 2 (gene/pseudogene)	81169		
HGNC:15312	Approved	OR8J3	olfactory receptor family 8 subfamily J member 3	81168		
HGNC:14831	Approved	OR8K1	olfactory receptor family 8 subfamily K member 1	390157		
HGNC:14832	Approved	OR8K2P	olfactory receptor family 8 subfamily K member 2 pseudogene	79494		
HGNC:15313	Approved	OR8K3	olfactory receptor family 8 subfamily K member 3 (gene/pseudogene)	219473		
HGNC:15314	Approved	OR8K4P	olfactory receptor family 8 subfamily K member 4 pseudogene	81166		
HGNC:15315	Approved	OR8K5	olfactory receptor family 8 subfamily K member 5	219453		
HGNC:15316	Approved	OR8L1P	olfactory receptor family 8 subfamily L member 1 pseudogene	81164		
HGNC:15060	Entry Withdrawn	OR8N1P	olfactory receptor, family 8, subfamily N, member 1 pseudogene			
HGNC:15317	Approved	OR8Q1P	olfactory receptor family 8 subfamily Q member 1 pseudogene	81163		
HGNC:15318	Approved	OR8R1P	olfactory receptor family 8 subfamily R member 1 pseudogene	81162		
HGNC:19628	Approved	OR8S1	olfactory receptor family 8 subfamily S member 1	341568		
HGNC:31317	Approved	OR8S21P	olfactory receptor family 8 subfamily S member 21 pseudogene	403304		
HGNC:19630	Approved	OR8T1P	olfactory receptor family 8 subfamily T member 1 pseudogene	282791		
HGNC:19611	Approved	OR8U1	olfactory receptor family 8 subfamily U member 1	219417		
HGNC:27538	Approved	OR8U8	olfactory receptor family 8 subfamily U member 8	504189		
HGNC:29166	Approved	OR8U9	olfactory receptor family 8 subfamily U member 9	504190		
HGNC:19613	Approved	OR8V1P	olfactory receptor family 8 subfamily V member 1 pseudogene	282776		
HGNC:31318	Approved	OR8X1P	olfactory receptor family 8 subfamily X member 1 pseudogene	403305		
HGNC:8486	Approved	OR9A1P	olfactory receptor family 9 subfamily A member 1 pseudogene	26495		
HGNC:15093	Approved	OR9A2	olfactory receptor family 9 subfamily A member 2	135924		
HGNC:15094	Approved	OR9A3P	olfactory receptor family 9 subfamily A member 3 pseudogene	392106		
HGNC:15095	Approved	OR9A4	olfactory receptor family 9 subfamily A member 4	130075		
HGNC:19563	Entry Withdrawn	OR9A5P	olfactory receptor, family 9, subfamily A, member 5 pseudogene			
HGNC:15319	Approved	OR9G1	olfactory receptor family 9 subfamily G member 1	390174		
HGNC:15320	Approved	OR9G2P	olfactory receptor family 9 subfamily G member 2 pseudogene	81160		
HGNC:15321	Approved	OR9G3P	olfactory receptor family 9 subfamily G member 3 pseudogene	81159		
HGNC:15322	Approved	OR9G4	olfactory receptor family 9 subfamily G member 4	283189		
HGNC:31940	Approved	OR9G9	olfactory receptor family 9 subfamily G member 9	504191		
HGNC:15038	Approved	OR9H1P	olfactory receptor family 9 subfamily H member 1 pseudogene	81439		
HGNC:14718	Approved	OR9I1	olfactory receptor family 9 subfamily I member 1	219954		
HGNC:15324	Approved	OR9I2P	olfactory receptor family 9 subfamily I member 2 pseudogene	81156		
HGNC:15325	Approved	OR9I3P	olfactory receptor family 9 subfamily I member 3 pseudogene	81155		
HGNC:14720	Entry Withdrawn	OR9J1	olfactory receptor, family 9, subfamily J, member 1			
HGNC:15338	Approved	OR9K1P	olfactory receptor family 9 subfamily K member 1 pseudogene	121360		
HGNC:15339	Approved	OR9K2	olfactory receptor family 9 subfamily K member 2	441639		
HGNC:14761	Approved	OR9L1P	olfactory receptor family 9 subfamily L member 1 pseudogene	79301		
HGNC:15327	Approved	OR9M1P	olfactory receptor family 9 subfamily M member 1, pseudogene	81153		
HGNC:15096	Approved	OR9N1P	olfactory receptor family 9 subfamily N member 1 pseudogene	81383		
HGNC:15097	Approved	OR9P1P	olfactory receptor family 9 subfamily P member 1 pseudogene	81382		
HGNC:14724	Approved	OR9Q1	olfactory receptor family 9 subfamily Q member 1	219956		
HGNC:15328	Approved	OR9Q2	olfactory receptor family 9 subfamily Q member 2	219957		
HGNC:15340	Approved	OR9R1P	olfactory receptor family 9 subfamily R member 1 pseudogene	81140		
HGNC:31288	Approved	OR9S24P	olfactory receptor family 9 subfamily S member 24 pseudogene	403275		
HGNC:8161	Approved	OR10A2	olfactory receptor family 10 subfamily A member 2	341276		
HGNC:8162	Approved	OR10A3	olfactory receptor family 10 subfamily A member 3	26496		
HGNC:15130	Approved	OR10A4	olfactory receptor family 10 subfamily A member 4	283297		
HGNC:15131	Approved	OR10A5	olfactory receptor family 10 subfamily A member 5	144124		608493
HGNC:15132	Approved	OR10A6	olfactory receptor family 10 subfamily A member 6 (gene/pseudogene)	390093		
HGNC:15329	Approved	OR10A7	olfactory receptor family 10 subfamily A member 7	121364		
HGNC:14989	Approved	OR10AA1P	olfactory receptor family 10 subfamily AA member 1 pseudogene	81487		
HGNC:14804	Approved	OR10AB1P	olfactory receptor family 10 subfamily AB member 1 pseudogene	390091		
HGNC:14758	Approved	OR10AC1	olfactory receptor family 10 subfamily AC member 1 (gene/pseudogene)	392133		
HGNC:14819	Approved	OR10AD1	olfactory receptor family 10 subfamily AD member 1	121275		
HGNC:14990	Approved	OR10AE1P	olfactory receptor family 10 subfamily AE member 1 pseudogene	81486		
HGNC:31235	Approved	OR10AE3P	olfactory receptor family 10 subfamily AE member 3 pseudogene	403223		
HGNC:19606	Approved	OR10AF1P	olfactory receptor family 10 subfamily AF member 1 pseudogene	282769		
HGNC:19607	Approved	OR10AG1	olfactory receptor family 10 subfamily AG member 1	282770		
HGNC:19647	Approved	OR10AH1P	olfactory receptor family 10 subfamily AH member 1 pseudogene	402246		
HGNC:31236	Approved	OR10AK1P	olfactory receptor family 10 subfamily AK member 1 pseudogene	403224		
HGNC:8163	Approved	OR10B1P	olfactory receptor family 10 subfamily B member 1 pseudogene	401903		
HGNC:8165	Approved	OR10C1	olfactory receptor family 10 subfamily C member 1 (gene/pseudogene)	442194		
HGNC:8166	Approved	OR10D1P	olfactory receptor family 10 subfamily D member 1 pseudogene	26541		
HGNC:8168	Approved	OR10D3	olfactory receptor family 10 subfamily D member 3 (putative)	26497		
HGNC:14770	Approved	OR10D4P	olfactory receptor family 10 subfamily D member 4 pseudogene	390266		
HGNC:14838	Approved	OR10D5P	olfactory receptor family 10 subfamily D member 5 pseudogene	79488		
HGNC:8169	Approved	OR10G1P	olfactory receptor family 10 subfamily G member 1 pseudogene	26540		
HGNC:8170	Approved	OR10G2	olfactory receptor family 10 subfamily G member 2	26534		
HGNC:8171	Approved	OR10G3	olfactory receptor family 10 subfamily G member 3	26533		
HGNC:14809	Approved	OR10G4	olfactory receptor family 10 subfamily G member 4	390264		
HGNC:14811	Approved	OR10G5P	olfactory receptor family 10 subfamily G member 5 pseudogene	79515		
HGNC:14836	Approved	OR10G6	olfactory receptor family 10 subfamily G member 6	79490		
HGNC:14842	Approved	OR10G7	olfactory receptor family 10 subfamily G member 7	390265		
HGNC:14845	Approved	OR10G8	olfactory receptor family 10 subfamily G member 8	219869		
HGNC:15129	Approved	OR10G9	olfactory receptor family 10 subfamily G member 9	219870		
HGNC:8172	Approved	OR10H1	olfactory receptor family 10 subfamily H member 1	26539		
HGNC:8173	Approved	OR10H2	olfactory receptor family 10 subfamily H member 2	26538		
HGNC:8174	Approved	OR10H3	olfactory receptor family 10 subfamily H member 3	26532		
HGNC:15388	Approved	OR10H4	olfactory receptor family 10 subfamily H member 4	126541		
HGNC:15389	Approved	OR10H5	olfactory receptor family 10 subfamily H member 5	284433		
HGNC:8175	Approved	OR10J1	olfactory receptor family 10 subfamily J member 1	26476		
HGNC:14991	Approved	OR10J2P	olfactory receptor family 10 subfamily J member 2 pseudogene	391117		
HGNC:14992	Approved	OR10J3	olfactory receptor family 10 subfamily J member 3	441911		
HGNC:15408	Approved	OR10J4	olfactory receptor family 10 subfamily J member 4 (gene/pseudogene)	391121		
HGNC:14993	Approved	OR10J5	olfactory receptor family 10 subfamily J member 5	127385		
HGNC:14994	Approved	OR10J6P	olfactory receptor family 10 subfamily J member 6 pseudogene	401973		
HGNC:19637	Approved	OR10J7P	olfactory receptor family 10 subfamily J member 7 pseudogene	391119		
HGNC:19638	Approved	OR10J8P	olfactory receptor family 10 subfamily J member 8 pseudogene	343409		
HGNC:19639	Approved	OR10J9P	olfactory receptor family 10 subfamily J member 9 pseudogene	391120		
HGNC:14693	Approved	OR10K1	olfactory receptor family 10 subfamily K member 1	391109		
HGNC:14826	Approved	OR10K2	olfactory receptor family 10 subfamily K member 2	391107		
HGNC:14689	Approved	OR10N1P	olfactory receptor family 10 subfamily N member 1 pseudogene	390267		
HGNC:15378	Approved	OR10P1	olfactory receptor family 10 subfamily P member 1	121130		
HGNC:15134	Approved	OR10Q1	olfactory receptor family 10 subfamily Q member 1	219960		
HGNC:15135	Approved	OR10Q2P	olfactory receptor family 10 subfamily Q member 2 pseudogene	81345		
HGNC:14813	Approved	OR10R1P	olfactory receptor family 10 subfamily R member 1 pseudogene	79513		
HGNC:14820	Approved	OR10R2	olfactory receptor family 10 subfamily R member 2	343406		
HGNC:14829	Approved	OR10R3P	olfactory receptor family 10 subfamily R member 3 pseudogene	391110		
HGNC:14807	Approved	OR10S1	olfactory receptor family 10 subfamily S member 1	219873		
HGNC:14812	Approved	OR10T1P	olfactory receptor family 10 subfamily T member 1 pseudogene	79514		
HGNC:14816	Approved	OR10T2	olfactory receptor family 10 subfamily T member 2	128360		
HGNC:15332	Approved	OR10U1P	olfactory receptor family 10 subfamily U member 1 pseudogene	390318		
HGNC:15136	Approved	OR10V1	olfactory receptor family 10 subfamily V member 1	390201		
HGNC:15137	Approved	OR10V2P	olfactory receptor family 10 subfamily V member 2 pseudogene	81343		
HGNC:15138	Approved	OR10V3P	olfactory receptor family 10 subfamily V member 3 pseudogene	81342		
HGNC:31237	Approved	OR10V7P	olfactory receptor family 10 subfamily V member 7 pseudogene	403225		
HGNC:15139	Approved	OR10W1	olfactory receptor family 10 subfamily W member 1	81341		
HGNC:14995	Approved	OR10X1	olfactory receptor family 10 subfamily X member 1 (gene/pseudogene)	128367		
HGNC:15140	Approved	OR10Y1P	olfactory receptor family 10 subfamily Y member 1 pseudogene	81340		
HGNC:14996	Approved	OR10Z1	olfactory receptor family 10 subfamily Z member 1	128368		
HGNC:8176	Approved	OR11A1	olfactory receptor family 11 subfamily A member 1	26531		
HGNC:15345	Approved	OR11G1P	olfactory receptor family 11 subfamily G member 1 pseudogene	390438		
HGNC:15346	Approved	OR11G2	olfactory receptor family 11 subfamily G member 2	390439		
HGNC:15404	Approved	OR11H1	olfactory receptor family 11 subfamily H member 1	81061		
HGNC:14716	Approved	OR11H2	olfactory receptor family 11 subfamily H member 2	79334		
HGNC:15367	Approved	OR11H3P	olfactory receptor family 11 subfamily H member 3 pseudogene	81113		
HGNC:15347	Approved	OR11H4	olfactory receptor family 11 subfamily H member 4	390442		
HGNC:15348	Approved	OR11H5P	olfactory receptor family 11 subfamily H member 5 pseudogene	390440		
HGNC:15349	Approved	OR11H6	olfactory receptor family 11 subfamily H member 6	122748		
HGNC:15350	Approved	OR11H7	olfactory receptor family 11 subfamily H member 7 (gene/pseudogene)	390441		
HGNC:30738	Approved	OR11H12	olfactory receptor family 11 subfamily H member 12	440153		
HGNC:29997	Approved	OR11H13P	olfactory receptor family 11 subfamily H member 13 pseudogene	440159		
HGNC:14997	Approved	OR11I1P	olfactory receptor family 11 subfamily I member 1 pseudogene	81479		
HGNC:15369	Approved	OR11J1P	olfactory receptor family 11 subfamily J member 1 pseudogene	81111		
HGNC:15370	Approved	OR11J2P	olfactory receptor family 11 subfamily J member 2 pseudogene	81110		
HGNC:31238	Approved	OR11J5P	olfactory receptor family 11 subfamily J member 5 pseudogene	403226		
HGNC:38588	Approved	OR11J6P	olfactory receptor family 11 subfamily J member 6 pseudogene	100288148		
HGNC:38589	Approved	OR11J7P	olfactory receptor family 11 subfamily J member 7 pseudogene	100288112		
HGNC:15371	Approved	OR11K1P	olfactory receptor family 11 subfamily K member 1 pseudogene	81109		
HGNC:19635	Approved	OR11K2P	olfactory receptor family 11 subfamily K member 2 pseudogene	401742		
HGNC:14998	Approved	OR11L1	olfactory receptor family 11 subfamily L member 1	391189		
HGNC:15333	Approved	OR11M1P	olfactory receptor family 11 subfamily M member 1 pseudogene	121270		
HGNC:19582	Approved	OR11N1P	olfactory receptor family 11 subfamily N member 1 pseudogene	392540		
HGNC:19636	Approved	OR11P1P	olfactory receptor family 11 subfamily P member 1 pseudogene	282795		
HGNC:31239	Approved	OR11Q1P	olfactory receptor family 11 subfamily Q member 1 pseudogene	403227		
HGNC:8177	Approved	OR12D1	olfactory receptor family 12 subfamily D member 1 (gene/pseudogene)	26530		
HGNC:8178	Approved	OR12D2	olfactory receptor family 12 subfamily D member 2 (gene/pseudogene)	26529		
HGNC:13963	Approved	OR12D3	olfactory receptor family 12 subfamily D member 3	81797		
HGNC:14772	Approved	OR13A1	olfactory receptor family 13 subfamily A member 1	79290		
HGNC:14699	Approved	OR13C1P	olfactory receptor family 13 subfamily C member 1 pseudogene	392377		
HGNC:14701	Approved	OR13C2	olfactory receptor family 13 subfamily C member 2	392376		
HGNC:14704	Approved	OR13C3	olfactory receptor family 13 subfamily C member 3	138803		
HGNC:14722	Approved	OR13C4	olfactory receptor family 13 subfamily C member 4	138804		
HGNC:15100	Approved	OR13C5	olfactory receptor family 13 subfamily C member 5	138799		
HGNC:15101	Approved	OR13C6P	olfactory receptor family 13 subfamily C member 6 pseudogene	392311		
HGNC:15102	Approved	OR13C7	olfactory receptor family 13 subfamily C member 7 (gene/pseudogene)	81377		
HGNC:15103	Approved	OR13C8	olfactory receptor family 13 subfamily C member 8	138802		
HGNC:15104	Approved	OR13C9	olfactory receptor family 13 subfamily C member 9	286362		
HGNC:14695	Approved	OR13D1	olfactory receptor family 13 subfamily D member 1	286365		
HGNC:15105	Approved	OR13D2P	olfactory receptor family 13 subfamily D member 2 pseudogene	392375		
HGNC:15106	Approved	OR13D3P	olfactory receptor family 13 subfamily D member 3 pseudogene	402374		
HGNC:15107	Approved	OR13E1P	olfactory receptor family 13 subfamily E member 1 pseudogene	392308		
HGNC:14723	Approved	OR13F1	olfactory receptor family 13 subfamily F member 1	138805		
HGNC:14999	Approved	OR13G1	olfactory receptor family 13 subfamily G member 1	441933		611677
HGNC:14755	Approved	OR13H1	olfactory receptor family 13 subfamily H member 1	347468		
HGNC:14732	Approved	OR13I1P	olfactory receptor family 13 subfamily I member 1 pseudogene	79538		
HGNC:15108	Approved	OR13J1	olfactory receptor family 13 subfamily J member 1	392309		
HGNC:14721	Approved	OR13K1P	olfactory receptor family 13 subfamily K member 1 pseudogene	402424		
HGNC:31240	Approved	OR13Z1P	olfactory receptor family 13 subfamily Z member 1 pseudogene	403228		
HGNC:31241	Approved	OR13Z2P	olfactory receptor family 13 subfamily Z member 2 pseudogene	403229		
HGNC:31242	Approved	OR13Z3P	olfactory receptor family 13 subfamily Z member 3 pseudogene	403230		
HGNC:15024	Approved	OR14A2	olfactory receptor family 14 subfamily A member 2	388761		
HGNC:15022	Approved	OR14A16	olfactory receptor family 14 subfamily A member 16	284532		
HGNC:15026	Approved	OR14C36	olfactory receptor family 14 subfamily C member 36	127066		
HGNC:19575	Approved	OR14I1	olfactory receptor family 14 subfamily I member 1	401994		618516
HGNC:13971	Approved	OR14J1	olfactory receptor family 14 subfamily J member 1	442191		
HGNC:15025	Approved	OR14K1	olfactory receptor family 14 subfamily K member 1	343170		
HGNC:15023	Approved	OR14L1P	olfactory receptor family 14 subfamily L member 1 pseudogene	127617		
HGNC:8316	Approved	OR51A1P	olfactory receptor family 51 subfamily A member 1 pseudogene	26537		
HGNC:14764	Approved	OR51A2	olfactory receptor family 51 subfamily A member 2	401667		
HGNC:14794	Approved	OR51A3P	olfactory receptor family 51 subfamily A member 3 pseudogene	79532		
HGNC:14795	Approved	OR51A4	olfactory receptor family 51 subfamily A member 4	401666		
HGNC:14801	Approved	OR51A5P	olfactory receptor family 51 subfamily A member 5 pseudogene	79525		
HGNC:15187	Approved	OR51A6P	olfactory receptor family 51 subfamily A member 6 pseudogene	390046		
HGNC:15188	Approved	OR51A7	olfactory receptor family 51 subfamily A member 7	119687		
HGNC:15189	Approved	OR51A8P	olfactory receptor family 51 subfamily A member 8 pseudogene	401662		
HGNC:15190	Approved	OR51A9P	olfactory receptor family 51 subfamily A member 9 pseudogene	390039		
HGNC:15185	Approved	OR51A10P	olfactory receptor family 51 subfamily A member 10 pseudogene	81295		
HGNC:31278	Approved	OR51AB1P	olfactory receptor family 51 subfamily AB member 1 pseudogene	403265		
HGNC:14703	Approved	OR51B2	olfactory receptor family 51 subfamily B member 2 (gene/pseudogene)	79345		
HGNC:14706	Approved	OR51B3P	olfactory receptor family 51 subfamily B member 3 pseudogene	79342		
HGNC:14708	Approved	OR51B4	olfactory receptor family 51 subfamily B member 4	79339		
HGNC:19599	Approved	OR51B5	olfactory receptor family 51 subfamily B member 5	282763		
HGNC:19600	Approved	OR51B6	olfactory receptor family 51 subfamily B member 6	390058		
HGNC:31279	Approved	OR51B8P	olfactory receptor family 51 subfamily B member 8 pseudogene	403266		
